trigram,frequency,trigrams
"('hotel', 'impeccably', 'maintained')",1,hotel impeccably maintained
"('impeccably', 'maintained', 'located')",1,impeccably maintained located
"('maintained', 'located', 'convenient')",1,maintained located convenient
"('squeeze', 'news', 'porter')",1,squeeze news porter
"('full', 'managed', 'squeeze')",1,full managed squeeze
"('make', 'reservation', 'stay')",1,make reservation stay
"('spa', 'full', 'managed')",1,spa full managed
"('reservation', 'stay', 'two')",1,reservation stay two
"('stay', 'two', 'hours')",1,stay two hours
"('two', 'hours', 'booked')",1,two hours booked
"('hours', 'booked', 'hotel')",1,hours booked hotel
"('booked', 'hotel', 'order')",1,booked hotel order
"('hotel', 'order', 'use')",1,hotel order use
"('order', 'use', 'pool')",1,order use pool
"('use', 'pool', 'disappointed')",1,use pool disappointed
"('pool', 'disappointed', 'discovered')",1,pool disappointed discovered
"('disappointed', 'discovered', 'closed')",1,disappointed discovered closed
"('discovered', 'closed', 'called')",1,discovered closed called
"('closed', 'called', 'went')",1,closed called went
"('called', 'went', 'front')",1,called went front
"('went', 'front', 'desk')",1,went front desk
"('front', 'desk', 'see')",1,front desk see
"('desk', 'see', 'options')",1,desk see options
"('see', 'options', 'staff')",1,see options staff
"('options', 'staff', 'accommodating')",1,options staff accommodating
"('staff', 'accommodating', 'make')",1,staff accommodating make
"('accommodating', 'make', 'spa')",1,accommodating make spa
"('make', 'spa', 'full')",1,make spa full
"('stay', 'stunning', 'hotel')",1,stay stunning hotel
"('prepare', 'enjoyable', 'stay')",1,prepare enjoyable stay
"('naples', 'room', 'deluxe')",1,naples room deluxe
"('dinner', 'breakfast', 'lunch')",1,dinner breakfast lunch
"('weekends', 'get', 'chance')",1,weekends get chance
"('get', 'chance', 'try')",1,get chance try
"('chance', 'try', 'commandante')",1,chance try commandante
"('try', 'commandante', 'treat')",1,try commandante treat
"('commandante', 'treat', 'gourmandes')",1,commandante treat gourmandes
"('treat', 'gourmandes', 'suited')",1,treat gourmandes suited
"('gourmandes', 'suited', 'casual')",1,gourmandes suited casual
"('suited', 'casual', 'dining')",1,suited casual dining
"('casual', 'dining', 'dinner')",1,casual dining dinner
"('dining', 'dinner', 'breakfast')",1,dining dinner breakfast
"('breakfast', 'lunch', 'available')",1,breakfast lunch available
"('romeo', 'prepare', 'enjoyable')",1,romeo prepare enjoyable
"('lunch', 'available', 'enjoyed')",1,lunch available enjoyed
"('available', 'enjoyed', 'light')",1,available enjoyed light
"('enjoyed', 'light', 'lunch')",1,enjoyed light lunch
"('light', 'lunch', 'pasta')",1,light lunch pasta
"('lunch', 'pasta', 'pomodoro')",1,lunch pasta pomodoro
"('pasta', 'pomodoro', 'salad')",1,pasta pomodoro salad
"('pomodoro', 'salad', 'spa')",1,pomodoro salad spa
"('salad', 'spa', 'closed')",1,salad spa closed
"('spa', 'closed', 'small')",1,spa closed small
"('closed', 'small', 'pool')",1,closed small pool
"('open', 'weekends', 'get')",1,open weekends get
"('restaurant', 'open', 'weekends')",1,restaurant open weekends
"('casual', 'restaurant', 'open')",1,casual restaurant open
"('bistro', 'casual', 'restaurant')",1,bistro casual restaurant
"('room', 'deluxe', 'harbor')",1,room deluxe harbor
"('deluxe', 'harbor', 'view')",1,deluxe harbor view
"('harbor', 'view', 'small')",1,harbor view small
"('view', 'small', 'comfortable')",1,view small comfortable
"('small', 'comfortable', 'bathroom')",1,small comfortable bathroom
"('comfortable', 'bathroom', 'shower')",1,comfortable bathroom shower
"('bathroom', 'shower', 'configuration')",1,bathroom shower configuration
"('shower', 'configuration', 'tight')",1,shower configuration tight
"('configuration', 'tight', 'one')",1,configuration tight one
"('tight', 'one', 'sink')",1,tight one sink
"('one', 'sink', 'decor')",1,one sink decor
"('sink', 'decor', 'eclectic')",1,sink decor eclectic
"('decor', 'eclectic', 'mix')",1,decor eclectic mix
"('eclectic', 'mix', 'japanese')",1,eclectic mix japanese
"('mix', 'japanese', 'zen')",1,mix japanese zen
"('japanese', 'zen', 'italian')",1,japanese zen italian
"('zen', 'italian', 'loved')",1,zen italian loved
"('italian', 'loved', 'due')",1,italian loved due
"('loved', 'due', 'covid')",1,loved due covid
"('due', 'covid', 'bistro')",1,due covid bistro
"('covid', 'bistro', 'casual')",1,covid bistro casual
"('small', 'pool', 'dear')",1,small pool dear
"('pool', 'dear', 'spent')",1,pool dear spent
"('dear', 'spent', 'nice')",1,dear spent nice
"('view', 'vit', 'family')",1,view vit family
"('family', 'lucky', 'meet')",1,family lucky meet
"('lucky', 'meet', 'alessandro')",1,lucky meet alessandro
"('meet', 'alessandro', 'best')",1,meet alessandro best
"('alessandro', 'best', 'receptionist')",1,alessandro best receptionist
"('best', 'receptionist', 'ever')",1,best receptionist ever
"('receptionist', 'ever', 'kind')",1,receptionist ever kind
"('ever', 'kind', 'professional')",1,ever kind professional
"('kind', 'professional', 'funny')",1,kind professional funny
"('professional', 'funny', 'everything')",1,professional funny everything
"('funny', 'everything', 'anyone')",1,funny everything anyone
"('everything', 'anyone', 'sector')",1,everything anyone sector
"('anyone', 'sector', 'aim')",1,anyone sector aim
"('sector', 'aim', 'made')",1,sector aim made
"('aim', 'made', 'stay')",1,aim made stay
"('made', 'stay', 'napels')",1,made stay napels
"('stay', 'napels', 'even')",1,stay napels even
"('napels', 'even', 'enjoyable')",1,napels even enjoyable
"('even', 'enjoyable', 'working')",1,even enjoyable working
"('enjoyable', 'working', 'staying')",1,enjoyable working staying
"('working', 'staying', 'romeo')",1,working staying romeo
"('staying', 'romeo', 'prepare')",1,staying romeo prepare
"('vit', 'family', 'lucky')",1,vit family lucky
"('harbor', 'view', 'vit')",1,harbor view vit
"('spent', 'nice', 'week')",1,spent nice week
"('best', 'harbor', 'view')",1,best harbor view
"('nice', 'week', 'romeo')",1,nice week romeo
"('week', 'romeo', 'hotel')",1,week romeo hotel
"('romeo', 'hotel', 'employed')",1,romeo hotel employed
"('hotel', 'employed', 'people')",1,hotel employed people
"('employed', 'people', 'friendly')",1,employed people friendly
"('people', 'friendly', 'customer')",1,people friendly customer
"('friendly', 'customer', 'oriented')",1,friendly customer oriented
"('customer', 'oriented', 'special')",1,customer oriented special
"('oriented', 'special', 'thank')",1,oriented special thank
"('special', 'thank', 'reception')",1,special thank reception
"('thank', 'reception', 'aura')",1,thank reception aura
"('reception', 'aura', 'restaurant')",1,reception aura restaurant
"('aura', 'restaurant', 'staff')",1,aura restaurant staff
"('restaurant', 'staff', 'danilo')",1,restaurant staff danilo
"('staff', 'danilo', 'mario')",1,staff danilo mario
"('danilo', 'mario', 'ciro')",1,danilo mario ciro
"('mario', 'ciro', 'hotel')",1,mario ciro hotel
"('ciro', 'hotel', 'well')",1,ciro hotel well
"('hotel', 'well', 'located')",1,hotel well located
"('well', 'located', 'best')",1,well located best
"('located', 'best', 'harbor')",1,located best harbor
"('bay', 'vesuvius', 'capri')",1,bay vesuvius capri
"('come', 'view', 'bay')",1,come view bay
"('convenient', 'area', 'historic')",1,convenient area historic
"('minus', 'said', 'road')",1,minus said road
"('royal', 'palace', 'via')",1,royal palace via
"('palace', 'via', 'chiaia')",1,palace via chiaia
"('via', 'chiaia', 'ferries')",1,via chiaia ferries
"('chiaia', 'ferries', 'capri')",1,chiaia ferries capri
"('ferries', 'capri', 'islands')",1,ferries capri islands
"('capri', 'islands', 'literally')",1,capri islands literally
"('islands', 'literally', 'across')",1,islands literally across
"('literally', 'across', 'road')",1,literally across road
"('across', 'road', 'minus')",1,across road minus
"('road', 'minus', 'said')",1,road minus said
"('said', 'road', 'busy')",1,said road busy
"('offers', 'unobstructed', 'view')",1,offers unobstructed view
"('road', 'busy', 'port')",1,road busy port
"('busy', 'port', 'view')",1,busy port view
"('port', 'view', 'amazing')",1,port view amazing
"('view', 'amazing', 'service')",1,view amazing service
"('amazing', 'service', 'good')",1,amazing service good
"('service', 'good', 'left')",1,service good left
"('good', 'left', 'flat')",1,good left flat
"('left', 'flat', 'honest')",1,left flat honest
"('flat', 'honest', 'expected')",1,flat honest expected
"('honest', 'expected', 'hotel')",1,honest expected hotel
"('nuovo', 'royal', 'palace')",1,nuovo royal palace
"('castel', 'nuovo', 'royal')",1,castel nuovo royal
"('sights', 'castel', 'nuovo')",1,sights castel nuovo
"('many', 'sights', 'castel')",1,many sights castel
"('view', 'whether', 'breakfast')",1,view whether breakfast
"('whether', 'breakfast', 'dinner')",1,whether breakfast dinner
"('breakfast', 'dinner', 'reviewing')",1,breakfast dinner reviewing
"('dinner', 'reviewing', 'separately')",1,dinner reviewing separately
"('reviewing', 'separately', 'also')",1,reviewing separately also
"('separately', 'also', 'excellent')",1,separately also excellent
"('also', 'excellent', 'room')",1,also excellent room
"('excellent', 'room', 'exactly')",1,excellent room exactly
"('room', 'exactly', 'described')",1,room exactly described
"('exactly', 'described', 'facilities')",1,exactly described facilities
"('described', 'facilities', 'including')",1,described facilities including
"('facilities', 'including', 'wifi')",1,facilities including wifi
"('including', 'wifi', 'worked')",1,including wifi worked
"('wifi', 'worked', 'well')",1,wifi worked well
"('worked', 'well', 'location')",1,worked well location
"('well', 'location', 'plus')",1,well location plus
"('location', 'plus', 'minus')",1,location plus minus
"('plus', 'minus', 'plus')",1,plus minus plus
"('minus', 'plus', 'close')",1,minus plus close
"('plus', 'close', 'many')",1,plus close many
"('close', 'many', 'sights')",1,close many sights
"('expected', 'hotel', 'booked')",1,expected hotel booked
"('hotel', 'booked', 'arrived')",1,hotel booked arrived
"('booked', 'arrived', 'valet')",1,booked arrived valet
"('told', 'naples', 'ordered')",1,told naples ordered
"('ordered', 'bottle', 'wine')",1,ordered bottle wine
"('bottle', 'wine', 'enjoyed')",1,bottle wine enjoyed
"('wine', 'enjoyed', 'tried')",1,wine enjoyed tried
"('enjoyed', 'tried', 'book')",1,enjoyed tried book
"('tried', 'book', 'dinner')",1,tried book dinner
"('book', 'dinner', 'fully')",1,book dinner fully
"('dinner', 'fully', 'booked')",1,dinner fully booked
"('fully', 'booked', 'walked')",1,fully booked walked
"('booked', 'walked', 'dinner')",1,booked walked dinner
"('walked', 'dinner', 'got')",1,walked dinner got
"('dinner', 'got', 'recommendations')",1,dinner got recommendations
"('got', 'recommendations', 'hotel')",1,got recommendations hotel
"('recommendations', 'hotel', 'besides')",1,recommendations hotel besides
"('hotel', 'besides', 'small')",1,hotel besides small
"('besides', 'small', 'book')",1,besides small book
"('small', 'book', 'returned')",1,small book returned
"('book', 'returned', 'dinner')",1,book returned dinner
"('returned', 'dinner', 'knowing')",1,returned dinner knowing
"('dinner', 'knowing', 'guests')",1,dinner knowing guests
"('knowing', 'guests', 'obviously')",1,knowing guests obviously
"('guests', 'obviously', 'provided')",1,guests obviously provided
"('naples', 'ordered', 'bottle')",1,naples ordered bottle
"('book', 'told', 'naples')",1,book told naples
"('arrived', 'valet', 'top')",1,arrived valet top
"('got', 'book', 'told')",1,got book told
"('valet', 'top', 'notch')",1,valet top notch
"('top', 'notch', 'unloaded')",1,top notch unloaded
"('notch', 'unloaded', 'rental')",1,notch unloaded rental
"('unloaded', 'rental', 'car')",1,unloaded rental car
"('rental', 'car', 'sent')",1,rental car sent
"('car', 'sent', 'bags')",1,car sent bags
"('sent', 'bags', 'straight')",1,sent bags straight
"('bags', 'straight', 'away')",1,bags straight away
"('straight', 'away', 'brilliant')",1,straight away brilliant
"('away', 'brilliant', 'check')",1,away brilliant check
"('brilliant', 'check', 'easy')",1,brilliant check easy
"('check', 'easy', 'well')",1,check easy well
"('easy', 'well', 'got')",1,easy well got
"('well', 'got', 'room')",1,well got room
"('got', 'room', 'gorgeous')",1,got room gorgeous
"('room', 'gorgeous', 'daughter')",1,room gorgeous daughter
"('gorgeous', 'daughter', 'hogged')",1,gorgeous daughter hogged
"('daughter', 'hogged', 'bath')",1,daughter hogged bath
"('hogged', 'bath', 'night')",1,hogged bath night
"('bath', 'night', 'got')",1,bath night got
"('night', 'got', 'book')",1,night got book
"('unobstructed', 'view', 'whether')",1,unobstructed view whether
"('though', 'offers', 'unobstructed')",1,though offers unobstructed
"('provided', 'priority', 'tried')",1,provided priority tried
"('time', 'room', 'freezing')",1,time room freezing
"('set', 'room', 'thermostat')",1,set room thermostat
"('room', 'thermostat', 'first')",1,room thermostat first
"('thermostat', 'first', 'time')",1,thermostat first time
"('first', 'time', 'could')",1,first time could
"('time', 'could', 'cope')",1,time could cope
"('could', 'cope', 'managed')",1,could cope managed
"('cope', 'managed', 'sleep')",1,cope managed sleep
"('managed', 'sleep', 'second')",1,managed sleep second
"('sleep', 'second', 'time')",1,sleep second time
"('second', 'time', 'room')",1,second time room
"('room', 'freezing', 'sleep')",1,room freezing sleep
"('floor', 'though', 'offers')",1,floor though offers
"('freezing', 'sleep', 'day')",1,freezing sleep day
"('sleep', 'day', 'clothes')",1,sleep day clothes
"('day', 'clothes', 'stay')",1,day clothes stay
"('clothes', 'stay', 'warm')",1,clothes stay warm
"('stay', 'warm', 'final')",1,stay warm final
"('warm', 'final', 'time')",1,warm final time
"('final', 'time', 'room')",1,final time room
"('time', 'room', 'degrees')",1,time room degrees
"('room', 'degrees', 'breathe')",1,room degrees breathe
"('degrees', 'breathe', 'called')",1,degrees breathe called
"('able', 'set', 'room')",1,able set room
"('problem', 'able', 'set')",1,problem able set
"('thought', 'problem', 'able')",1,thought problem able
"('times', 'thought', 'problem')",1,times thought problem
"('pools', 'two', 'saunas')",1,pools two saunas
"('two', 'saunas', 'loved')",1,two saunas loved
"('saunas', 'loved', 'stay')",1,saunas loved stay
"('loved', 'stay', 'one')",1,loved stay one
"('stay', 'one', 'massive')",1,stay one massive
"('one', 'massive', 'flaw')",1,one massive flaw
"('massive', 'flaw', 'hotel')",1,massive flaw hotel
"('flaw', 'hotel', 'set')",1,flaw hotel set
"('hotel', 'set', 'temperature')",1,hotel set temperature
"('set', 'temperature', 'room')",1,set temperature room
"('temperature', 'room', 'temperature')",1,temperature room temperature
"('room', 'temperature', 'want')",1,room temperature want
"('temperature', 'want', 'stayed')",1,temperature want stayed
"('want', 'stayed', 'three')",1,want stayed three
"('stayed', 'three', 'times')",1,stayed three times
"('three', 'times', 'october')",1,three times october
"('times', 'october', 'december')",1,times october december
"('october', 'december', 'first')",1,october december first
"('december', 'first', 'two')",1,december first two
"('first', 'two', 'times')",1,first two times
"('two', 'times', 'thought')",1,two times thought
"('breathe', 'called', 'reception')",1,breathe called reception
"('called', 'reception', 'ask')",1,called reception ask
"('reception', 'ask', 'technician')",1,reception ask technician
"('specifically', 'view', 'bay')",1,specifically view bay
"('naples', 'vesuvius', 'note')",1,naples vesuvius note
"('vesuvius', 'note', 'likely')",1,vesuvius note likely
"('note', 'likely', 'book')",1,note likely book
"('likely', 'book', 'junior')",1,likely book junior
"('book', 'junior', 'suite')",1,book junior suite
"('junior', 'suite', 'well')",1,junior suite well
"('suite', 'well', 'number')",1,suite well number
"('well', 'number', 'rooms')",1,well number rooms
"('number', 'rooms', 'facing')",1,number rooms facing
"('rooms', 'facing', 'city')",1,rooms facing city
"('facing', 'city', 'port')",1,facing city port
"('city', 'port', 'building')",1,city port building
"('port', 'building', 'across')",1,port building across
"('building', 'across', 'road')",1,building across road
"('across', 'road', 'could')",1,across road could
"('road', 'could', 'also')",1,road could also
"('could', 'also', 'block')",1,could also block
"('also', 'block', 'view')",1,also block view
"('block', 'view', 'restaurant')",1,block view restaurant
"('view', 'restaurant', 'top')",1,view restaurant top
"('top', 'floor', 'though')",1,top floor though
"('bay', 'naples', 'vesuvius')",1,bay naples vesuvius
"('romeo', 'specifically', 'view')",1,romeo specifically view
"('ask', 'technician', 'come')",1,ask technician come
"('booked', 'romeo', 'specifically')",1,booked romeo specifically
"('technician', 'come', 'room')",1,technician come room
"('come', 'room', 'show')",1,come room show
"('room', 'show', 'work')",1,room show work
"('show', 'work', 'thermostat')",1,show work thermostat
"('work', 'thermostat', 'told')",1,work thermostat told
"('thermostat', 'told', 'centrally')",1,thermostat told centrally
"('told', 'centrally', 'set')",1,told centrally set
"('centrally', 'set', 'could')",1,centrally set could
"('set', 'could', 'adjusted')",1,set could adjusted
"('could', 'adjusted', 'modern')",1,could adjusted modern
"('adjusted', 'modern', 'hotel')",1,adjusted modern hotel
"('modern', 'hotel', 'ludicrous')",1,modern hotel ludicrous
"('hotel', 'ludicrous', 'apparently')",1,hotel ludicrous apparently
"('ludicrous', 'apparently', 'person')",1,ludicrous apparently person
"('apparently', 'person', 'complain')",1,apparently person complain
"('person', 'complain', 'management')",1,person complain management
"('complain', 'management', 'seem')",1,complain management seem
"('management', 'seem', 'want')",1,management seem want
"('seem', 'want', 'know')",1,seem want know
"('want', 'know', 'booked')",1,want know booked
"('know', 'booked', 'romeo')",1,know booked romeo
"('obviously', 'provided', 'priority')",1,obviously provided priority
"('priority', 'tried', 'book')",1,priority tried book
"('sizes', 'come', 'view')",1,sizes come view
"('friendliness', 'seems', 'also')",1,friendliness seems also
"('city', 'architecture', 'modern')",1,city architecture modern
"('architecture', 'modern', 'stylish')",1,architecture modern stylish
"('modern', 'stylish', 'yet')",1,modern stylish yet
"('stylish', 'yet', 'full')",1,stylish yet full
"('yet', 'full', 'warmth')",1,yet full warmth
"('full', 'warmth', 'stylishness')",1,full warmth stylishness
"('warmth', 'stylishness', 'combined')",1,warmth stylishness combined
"('stylishness', 'combined', 'warmth')",1,stylishness combined warmth
"('combined', 'warmth', 'friendliness')",1,combined warmth friendliness
"('warmth', 'friendliness', 'seems')",1,warmth friendliness seems
"('seems', 'also', 'common')",1,seems also common
"('trying', 'rip', 'money')",1,trying rip money
"('also', 'common', 'locals')",1,also common locals
"('common', 'locals', 'especially')",1,common locals especially
"('locals', 'especially', 'staff')",1,locals especially staff
"('especially', 'staff', 'hotel')",1,especially staff hotel
"('staff', 'hotel', 'competent')",1,staff hotel competent
"('hotel', 'competent', 'fast')",1,hotel competent fast
"('competent', 'fast', 'also')",1,competent fast also
"('fast', 'also', 'feel')",1,fast also feel
"('also', 'feel', 'like')",1,also feel like
"('feel', 'like', 'personal')",1,feel like personal
"('chaotic', 'city', 'architecture')",1,chaotic city architecture
"('hectic', 'chaotic', 'city')",1,hectic chaotic city
"('sometimes', 'hectic', 'chaotic')",1,sometimes hectic chaotic
"('day', 'sometimes', 'hectic')",1,day sometimes hectic
"('money', 'around', 'napoli')",1,money around napoli
"('around', 'napoli', 'bustling')",1,around napoli bustling
"('napoli', 'bustling', 'city')",1,napoli bustling city
"('bustling', 'city', 'great')",1,bustling city great
"('city', 'great', 'potential')",1,city great potential
"('great', 'potential', 'tourism')",1,great potential tourism
"('potential', 'tourism', 'also')",1,potential tourism also
"('tourism', 'also', 'center')",1,tourism also center
"('also', 'center', 'attractive')",1,also center attractive
"('center', 'attractive', 'region')",1,center attractive region
"('region', 'capri', 'pompei')",1,region capri pompei
"('capri', 'pompei', 'amalfi')",1,capri pompei amalfi
"('pompei', 'amalfi', 'coast')",1,pompei amalfi coast
"('amalfi', 'coast', 'nearby')",1,amalfi coast nearby
"('coast', 'nearby', 'hotel')",1,coast nearby hotel
"('nearby', 'hotel', 'romeo')",1,nearby hotel romeo
"('hotel', 'romeo', 'great')",1,hotel romeo great
"('romeo', 'great', 'starting')",1,romeo great starting
"('starting', 'point', 'retreat')",1,starting point retreat
"('point', 'retreat', 'day')",1,point retreat day
"('retreat', 'day', 'sometimes')",1,retreat day sometimes
"('like', 'personal', 'guest')",1,like personal guest
"('personal', 'guest', 'view')",1,personal guest view
"('guest', 'view', 'harbor')",1,guest view harbor
"('fairly', 'busy', 'thoroughfare')",1,fairly busy thoroughfare
"('thoroughfare', 'naples', 'sleek')",1,thoroughfare naples sleek
"('naples', 'sleek', 'stylish')",1,naples sleek stylish
"('sleek', 'stylish', 'looking')",1,sleek stylish looking
"('stylish', 'looking', 'hotel')",1,stylish looking hotel
"('looking', 'hotel', 'suite')",1,looking hotel suite
"('hotel', 'suite', 'facing')",1,hotel suite facing
"('suite', 'facing', 'toward')",1,suite facing toward
"('facing', 'toward', 'bay')",1,facing toward bay
"('toward', 'bay', 'naples')",1,toward bay naples
"('bay', 'naples', 'adequate')",1,bay naples adequate
"('naples', 'adequate', 'size')",1,naples adequate size
"('adequate', 'size', 'modern')",1,adequate size modern
"('size', 'modern', 'bathroom')",1,size modern bathroom
"('modern', 'bathroom', 'view')",1,modern bathroom view
"('bathroom', 'view', 'however')",1,bathroom view however
"('view', 'however', 'assorted')",1,view however assorted
"('however', 'assorted', 'terminals')",1,however assorted terminals
"('assorted', 'terminals', 'ferries')",1,assorted terminals ferries
"('terminals', 'ferries', 'cruise')",1,terminals ferries cruise
"('cruise', 'ships', 'sizes')",1,cruise ships sizes
"('ships', 'sizes', 'come')",1,ships sizes come
"('busy', 'thoroughfare', 'naples')",1,busy thoroughfare naples
"('situated', 'fairly', 'busy')",1,situated fairly busy
"('view', 'harbor', 'shows')",1,view harbor shows
"('mount', 'situated', 'fairly')",1,mount situated fairly
"('harbor', 'shows', 'mix')",1,harbor shows mix
"('shows', 'mix', 'industry')",1,shows mix industry
"('mix', 'industry', 'derelict')",1,mix industry derelict
"('industry', 'derelict', 'warehouses')",1,industry derelict warehouses
"('derelict', 'warehouses', 'giant')",1,derelict warehouses giant
"('warehouses', 'giant', 'cruise')",1,warehouses giant cruise
"('cruise', 'ships', 'stopping')",1,cruise ships stopping
"('ships', 'stopping', 'one')",1,ships stopping one
"('stopping', 'one', 'day')",1,stopping one day
"('one', 'day', 'definitely')",1,one day definitely
"('day', 'definitely', 'enough')",1,day definitely enough
"('definitely', 'enough', 'napoli')",1,definitely enough napoli
"('enough', 'napoli', 'surroundings')",1,enough napoli surroundings
"('napoli', 'surroundings', 'behind')",1,napoli surroundings behind
"('surroundings', 'behind', 'harbor')",1,surroundings behind harbor
"('behind', 'harbor', 'see')",1,behind harbor see
"('harbor', 'see', 'parts')",1,harbor see parts
"('see', 'parts', 'bay')",1,see parts bay
"('parts', 'bay', 'naples')",1,parts bay naples
"('bay', 'naples', 'mount')",1,bay naples mount
"('naples', 'mount', 'situated')",1,naples mount situated
"('rip', 'money', 'around')",1,rip money around
"('everyone', 'trying', 'rip')",1,everyone trying rip
"('tried', 'book', 'pool')",1,tried book pool
"('actually', 'comfortable', 'seating')",1,actually comfortable seating
"('area', 'stylish', 'clean')",1,area stylish clean
"('stylish', 'clean', 'well')",1,stylish clean well
"('clean', 'well', 'maintained')",1,clean well maintained
"('well', 'maintained', 'lobby')",1,well maintained lobby
"('maintained', 'lobby', 'bar')",1,maintained lobby bar
"('lobby', 'bar', 'areas')",1,lobby bar areas
"('bar', 'areas', 'well')",1,bar areas well
"('areas', 'well', 'decorated')",1,areas well decorated
"('well', 'decorated', 'actually')",1,well decorated actually
"('decorated', 'actually', 'comfortable')",1,decorated actually comfortable
"('comfortable', 'seating', 'throughout')",1,comfortable seating throughout
"('ipitaly', 'everyone', 'trying')",1,ipitaly everyone trying
"('seating', 'throughout', 'terms')",1,seating throughout terms
"('throughout', 'terms', 'decoration')",1,throughout terms decoration
"('terms', 'decoration', 'would')",1,terms decoration would
"('decoration', 'would', 'say')",1,decoration would say
"('would', 'say', 'one')",1,would say one
"('say', 'one', 'interesting')",1,say one interesting
"('one', 'interesting', 'hotel')",1,one interesting hotel
"('interesting', 'hotel', 'lobby')",1,interesting hotel lobby
"('hotel', 'lobby', 'areas')",1,hotel lobby areas
"('lobby', 'areas', 'seen')",1,lobby areas seen
"('lobby', 'area', 'stylish')",1,lobby area stylish
"('time', 'lobby', 'area')",1,time lobby area
"('excellent', 'time', 'lobby')",1,excellent time lobby
"('oct', 'excellent', 'time')",1,oct excellent time
"('book', 'pool', 'pool')",1,book pool pool
"('pool', 'pool', 'thing')",1,pool pool thing
"('pool', 'thing', 'kids')",1,pool thing kids
"('thing', 'kids', 'looking')",1,thing kids looking
"('kids', 'looking', 'forward')",1,kids looking forward
"('looking', 'forward', 'shown')",1,looking forward shown
"('forward', 'shown', 'pictures')",1,forward shown pictures
"('shown', 'pictures', 'read')",1,shown pictures read
"('pictures', 'read', 'xmaxma')",1,pictures read xmaxma
"('read', 'xmaxma', 'review')",1,read xmaxma review
"('xmaxma', 'review', 'totally')",1,xmaxma review totally
"('review', 'totally', 'disagree')",1,review totally disagree
"('totally', 'disagree', 'stay')",1,totally disagree stay
"('disagree', 'stay', 'hotel')",1,disagree stay hotel
"('stay', 'hotel', 'stayed')",1,stay hotel stayed
"('hotel', 'stayed', 'days')",1,hotel stayed days
"('stayed', 'days', 'end')",1,stayed days end
"('days', 'end', 'sept')",1,days end sept
"('end', 'sept', 'early')",1,end sept early
"('sept', 'early', 'oct')",1,sept early oct
"('early', 'oct', 'excellent')",1,early oct excellent
"('areas', 'seen', 'many')",1,areas seen many
"('seen', 'many', 'years')",1,seen many years
"('many', 'years', 'outside')",1,many years outside
"('ischia', 'procida', 'easy')",1,ischia procida easy
"('easy', 'lastly', 'staff')",1,easy lastly staff
"('lastly', 'staff', 'excellent')",1,lastly staff excellent
"('staff', 'excellent', 'friendly')",1,staff excellent friendly
"('excellent', 'friendly', 'construction')",1,excellent friendly construction
"('friendly', 'construction', 'going')",1,friendly construction going
"('construction', 'going', 'around')",1,construction going around
"('going', 'around', 'hotel')",1,going around hotel
"('around', 'hotel', 'lobby')",1,around hotel lobby
"('hotel', 'lobby', 'rooms')",1,hotel lobby rooms
"('lobby', 'rooms', 'could')",1,lobby rooms could
"('rooms', 'could', 'cleaner')",1,rooms could cleaner
"('could', 'cleaner', 'service')",1,could cleaner service
"('cleaner', 'service', 'slow')",1,cleaner service slow
"('service', 'slow', 'think')",1,service slow think
"('slow', 'think', 'hotel')",1,slow think hotel
"('think', 'hotel', 'way')",1,think hotel way
"('hotel', 'way', 'overpriced')",1,hotel way overpriced
"('way', 'overpriced', 'careful')",1,way overpriced careful
"('overpriced', 'careful', 'south')",1,overpriced careful south
"('careful', 'south', 'ipitaly')",1,careful south ipitaly
"('south', 'ipitaly', 'everyone')",1,south ipitaly everyone
"('procida', 'easy', 'lastly')",1,procida easy lastly
"('ferry', 'ischia', 'procida')",1,ferry ischia procida
"('years', 'outside', 'cactus')",1,years outside cactus
"('makes', 'taking', 'ferry')",1,makes taking ferry
"('outside', 'cactus', 'garden')",1,outside cactus garden
"('cactus', 'garden', 'quite')",1,cactus garden quite
"('garden', 'quite', 'large')",1,garden quite large
"('quite', 'large', 'also')",1,quite large also
"('large', 'also', 'well')",1,large also well
"('also', 'well', 'maintained')",1,also well maintained
"('well', 'maintained', 'elevators')",1,well maintained elevators
"('maintained', 'elevators', 'run')",1,maintained elevators run
"('elevators', 'run', 'smoothly')",1,elevators run smoothly
"('run', 'smoothly', 'close')",1,run smoothly close
"('smoothly', 'close', 'zero')",1,smoothly close zero
"('close', 'zero', 'wait')",1,close zero wait
"('zero', 'wait', 'time')",1,zero wait time
"('wait', 'time', 'views')",1,wait time views
"('time', 'views', 'upper')",1,time views upper
"('views', 'upper', 'restaurant')",1,views upper restaurant
"('upper', 'restaurant', 'terrace')",1,upper restaurant terrace
"('restaurant', 'terrace', 'spectacular')",1,restaurant terrace spectacular
"('terrace', 'spectacular', 'location')",1,terrace spectacular location
"('spectacular', 'location', 'makes')",1,spectacular location makes
"('location', 'makes', 'taking')",1,location makes taking
"('located', 'convenient', 'area')",1,located convenient area
"('area', 'historic', 'sites')",1,area historic sites
"('modern', 'furniture', 'even')",1,modern furniture even
"('pool', 'comfort', 'room')",1,pool comfort room
"('staff', 'nice', 'view')",1,staff nice view
"('nice', 'view', 'port')",1,nice view port
"('view', 'port', 'sixth')",1,view port sixth
"('port', 'sixth', 'floor')",1,port sixth floor
"('sixth', 'floor', 'good')",1,sixth floor good
"('floor', 'good', 'restaurants')",1,floor good restaurants
"('good', 'restaurants', 'beautiful')",1,good restaurants beautiful
