trigram,frequency,trigrams
"('and', 'staff', 'plus')",1,and staff plus
"('food', 'and', 'staff')",1,food and staff
"('superior', 'food', 'and')",1,superior food and
"('historic', 'sites', 'local')",1,historic sites local
"('local', 'restaurants', 'and')",1,local restaurants and
"('to', 'use', 'before')",1,to use before
"('restaurants', 'and', 'shops')",1,restaurants and shops
"('disclosed', 'to', 'use')",1,disclosed to use
"('not', 'disclosed', 'to')",1,not disclosed to
"('was', 'not', 'disclosed')",1,was not disclosed
"('operation', 'this', 'was')",1,operation this was
"('in', 'operation', 'this')",1,in operation this
"('not', 'in', 'operation')",1,not in operation
"('is', 'not', 'in')",1,is not in
"('pool', 'is', 'not')",1,pool is not
"('21', 'the', 'pool')",1,21 the pool
"('july', '21', 'the')",1,july 21 the
"('of', 'july', '21')",1,of july 21
"('as', 'of', 'july')",1,as of july
"('that', 'as', 'of')",1,that as of
"('aware', 'that', 'as')",1,aware that as
"('be', 'aware', 'that')",1,be aware that
"('shops', 'be', 'aware')",1,shops be aware
"('and', 'shops', 'be')",1,and shops be
"('make', 'a', 'reservation')",1,make a reservation
"('reservation', 'and', 'only')",1,reservation and only
"('and', 'only', 'stay')",1,and only stay
"('our', 'luggage', 'to')",1,our luggage to
"('to', 'bring', 'our')",1,to bring our
"('hours', 'to', 'bring')",1,hours to bring
"('two', 'hours', 'to')",1,two hours to
"('took', 'two', 'hours')",1,took two hours
"('porter', 'took', 'two')",1,porter took two
"('the', 'porter', 'took')",1,the porter took
"('news', 'the', 'porter')",1,news the porter
"('other', 'news', 'the')",1,other news the
"('in', 'other', 'news')",1,in other news
"('in', 'in', 'other')",1,in in other
"('us', 'in', 'in')",1,us in in
"('squeeze', 'us', 'in')",1,squeeze us in
"('to', 'squeeze', 'us')",1,to squeeze us
"('managed', 'to', 'squeeze')",1,managed to squeeze
"('they', 'managed', 'to')",1,they managed to
"('but', 'they', 'managed')",1,but they managed
"('full', 'but', 'they')",1,full but they
"('bring', 'our', 'luggage')",1,bring our luggage
"('luggage', 'to', 'our')",1,luggage to our
"('spa', 'was', 'full')",1,spa was full
"('room', 'i', 'wish')",1,room i wish
"('is', 'impeccably', 'maintained')",1,is impeccably maintained
"('hotel', 'is', 'impeccably')",1,hotel is impeccably
"('is', 'excellent', 'and')",1,is excellent and
"('desk', 'service', 'is')",1,desk service is
"('front', 'desk', 'service')",1,front desk service
"('naples', 'the', 'front')",1,naples the front
"('waterfront', 'in', 'naples')",1,waterfront in naples
"('the', 'waterfront', 'in')",1,the waterfront in
"('on', 'the', 'waterfront')",1,on the waterfront
"('excellent', 'hotel', 'on')",1,excellent hotel on
"('modern', 'excellent', 'hotel')",1,modern excellent hotel
"('we', 'modern', 'excellent')",1,we modern excellent
"('joking', 'we', 'modern')",1,joking we modern
"('was', 'joking', 'we')",1,was joking we
"('i', 'was', 'joking')",1,i was joking
"('wish', 'i', 'was')",1,wish i was
"('i', 'wish', 'i')",1,i wish i
"('was', 'full', 'but')",1,was full but
"('this', 'the', 'spa')",1,this the spa
"('only', 'stay', 'two')",1,only stay two
"('closed', 'we', 'called')",1,closed we called
"('it', 'was', 'closed')",1,it was closed
"('discovered', 'it', 'was')",1,discovered it was
"('we', 'discovered', 'it')",1,we discovered it
"('when', 'we', 'discovered')",1,when we discovered
"('disappointed', 'when', 'we')",1,disappointed when we
"('very', 'disappointed', 'when')",1,very disappointed when
"('were', 'very', 'disappointed')",1,were very disappointed
"('pool', 'and', 'were')",1,pool and were
"('their', 'pool', 'and')",1,their pool and
"('use', 'their', 'pool')",1,use their pool
"('to', 'use', 'their')",1,to use their
"('order', 'to', 'use')",1,order to use
"('in', 'order', 'to')",1,in order to
"('hotel', 'in', 'order')",1,hotel in order
"('hours', 'we', 'booked')",1,hours we booked
"('two', 'hours', 'we')",1,two hours we
"('stay', 'two', 'hours')",1,stay two hours
"('was', 'closed', 'we')",1,was closed we
"('we', 'called', 'and')",1,we called and
"('for', 'this', 'the')",1,for this the
"('called', 'and', 'went')",1,called and went
"('make', 'up', 'for')",1,make up for
"('to', 'make', 'up')",1,to make up
"('accommodating', 'to', 'make')",1,accommodating to make
"('very', 'accommodating', 'to')",1,very accommodating to
"('not', 'very', 'accommodating')",1,not very accommodating
"('was', 'not', 'very')",1,was not very
"('staff', 'was', 'not')",1,staff was not
"('had', 'the', 'staff')",1,had the staff
"('options', 'we', 'had')",1,options we had
"('other', 'options', 'we')",1,other options we
"('what', 'other', 'options')",1,what other options
"('see', 'what', 'other')",1,see what other
"('to', 'see', 'what')",1,to see what
"('desk', 'to', 'see')",1,desk to see
"('to', 'the', 'front')",1,to the front
"('went', 'down', 'to')",1,went down to
"('and', 'went', 'down')",1,and went down
"('s', 'superior', 'food')",1,s superior food
"('it', 's', 'superior')",1,it s superior
"('with', 'it', 's')",1,with it s
"('and', 'we', 'enjoyed')",1,and we enjoyed
"('are', 'available', 'and')",1,are available and
"('lunch', 'are', 'available')",1,lunch are available
"('and', 'lunch', 'are')",1,and lunch are
"('breakfast', 'and', 'lunch')",1,breakfast and lunch
"('dinner', 'breakfast', 'and')",1,dinner breakfast and
"('at', 'dinner', 'breakfast')",1,at dinner breakfast
"('dining', 'at', 'dinner')",1,dining at dinner
"('casual', 'dining', 'at')",1,casual dining at
"('for', 'casual', 'dining')",1,for casual dining
"('suited', 'for', 'casual')",1,suited for casual
"('not', 'suited', 'for')",1,not suited for
"('but', 'not', 'suited')",1,but not suited
"('gourmandes', 'but', 'not')",1,gourmandes but not
"('for', 'gourmandes', 'but')",1,for gourmandes but
"('treat', 'for', 'gourmandes')",1,treat for gourmandes
"('a', 'treat', 'for')",1,a treat for
"('is', 'a', 'treat')",1,is a treat
"('available', 'and', 'we')",1,available and we
"('we', 'enjoyed', 'light')",1,we enjoyed light
"('il', 'commandante', 'is')",1,il commandante is
"('enjoyed', 'light', 'lunch')",1,enjoyed light lunch
"('a', 'nice', 'week')",1,a nice week
"('spent', 'a', 'nice')",1,spent a nice
"('all', 'we', 'spent')",1,all we spent
"('dear', 'all', 'we')",1,dear all we
"('pool', 'dear', 'all')",1,pool dear all
"('small', 'pool', 'dear')",1,small pool dear
"('but', 'the', 'small')",1,but the small
"('closed', 'but', 'the')",1,closed but the
"('was', 'closed', 'but')",1,was closed but
"('spa', 'was', 'closed')",1,spa was closed
"('salad', 'the', 'spa')",1,salad the spa
"('and', 'salad', 'the')",1,and salad the
"('pomodoro', 'and', 'salad')",1,pomodoro and salad
"('pasta', 'pomodoro', 'and')",1,pasta pomodoro and
"('of', 'pasta', 'pomodoro')",1,of pasta pomodoro
"('lunch', 'of', 'pasta')",1,lunch of pasta
"('light', 'lunch', 'of')",1,light lunch of
"('commandante', 'is', 'a')",1,commandante is a
"('it', 'il', 'commandante')",1,it il commandante
"('week', 'in', 'romeo')",1,week in romeo
"('loved', 'it', 'due')",1,loved it due
"('and', 'italian', 'we')",1,and italian we
"('zen', 'and', 'italian')",1,zen and italian
"('japanese', 'zen', 'and')",1,japanese zen and
"('of', 'japanese', 'zen')",1,of japanese zen
"('mix', 'of', 'japanese')",1,mix of japanese
"('eclectic', 'mix', 'of')",1,eclectic mix of
"('an', 'eclectic', 'mix')",1,an eclectic mix
"('decor', 'is', 'an')",1,decor is an
"('sink', 'the', 'decor')",1,sink the decor
"('one', 'sink', 'the')",1,one sink the
"('with', 'one', 'sink')",1,with one sink
"('tight', 'with', 'one')",1,tight with one
"('is', 'tight', 'with')",1,is tight with
"('shower', 'configuration', 'is')",1,shower configuration is
"('bathroom', 'shower', 'configuration')",1,bathroom shower configuration
"('comfortable', 'the', 'bathroom')",1,comfortable the bathroom
"('but', 'comfortable', 'the')",1,but comfortable the
"('italian', 'we', 'loved')",1,italian we loved
"('it', 'due', 'to')",1,it due to
"('try', 'it', 'il')",1,try it il
"('to', 'covid', 'the')",1,to covid the
"('to', 'try', 'it')",1,to try it
"('chance', 'to', 'try')",1,chance to try
"('a', 'chance', 'to')",1,a chance to
"('get', 'a', 'chance')",1,get a chance
"('not', 'get', 'a')",1,not get a
"('so', 'we', 'did')",1,so we did
"('weekends', 'so', 'we')",1,weekends so we
"('on', 'weekends', 'so')",1,on weekends so
"('open', 'on', 'weekends')",1,open on weekends
"('only', 'open', 'on')",1,only open on
"('was', 'only', 'open')",1,was only open
"('restaurant', 'was', 'only')",1,restaurant was only
"('casual', 'restaurant', 'was')",1,casual restaurant was
"('more', 'casual', 'restaurant')",1,more casual restaurant
"('bistro', 'more', 'casual')",1,bistro more casual
"('the', 'bistro', 'more')",1,the bistro more
"('covid', 'the', 'bistro')",1,covid the bistro
"('nice', 'week', 'in')",1,nice week in
"('romeo', 'hotel', 'all')",1,romeo hotel all
"('do', 'with', 'it')",1,do with it
"('if', 'he', 'is')",1,if he is
"('more', 'enjoyable', 'if')",1,more enjoyable if
"('even', 'more', 'enjoyable')",1,even more enjoyable
"('napels', 'even', 'more')",1,napels even more
"('in', 'napels', 'even')",1,in napels even
"('stay', 'in', 'napels')",1,stay in napels
"('he', 'made', 'our')",1,he made our
"('for', 'he', 'made')",1,for he made
"('aim', 'for', 'he')",1,aim for he
"('should', 'aim', 'for')",1,should aim for
"('sector', 'should', 'aim')",1,sector should aim
"('this', 'sector', 'should')",1,this sector should
"('in', 'this', 'sector')",1,in this sector
"('anyone', 'in', 'this')",1,anyone in this
"('everything', 'anyone', 'in')",1,everything anyone in
"('funny', 'everything', 'anyone')",1,funny everything anyone
"('professional', 'funny', 'everything')",1,professional funny everything
"('kind', 'professional', 'funny')",1,kind professional funny
"('enjoyable', 'if', 'he')",1,enjoyable if he
"('he', 'is', 'working')",1,he is working
"('he', 'was', 'kind')",1,he was kind
"('is', 'working', 'when')",1,is working when
"('must', 'do', 'with')",1,must do with
"('a', 'must', 'do')",1,a must do
"('service', 'the', 'restaurant')",1,service the restaurant
"('with', 'impeccable', 'service')",1,with impeccable service
"('hotel', 'with', 'impeccable')",1,hotel with impeccable
"('stunning', 'hotel', 'with')",1,stunning hotel with
"('stay', 'stunning', 'hotel')",1,stay stunning hotel
"('enjoyable', 'stay', 'stunning')",1,enjoyable stay stunning
"('an', 'very', 'enjoyable')",1,an very enjoyable
"('for', 'an', 'very')",1,for an very
"('prepare', 'for', 'an')",1,prepare for an
"('romeo', 'prepare', 'for')",1,romeo prepare for
"('at', 'romeo', 'prepare')",1,at romeo prepare
"('staying', 'at', 'romeo')",1,staying at romeo
"('re', 'staying', 'at')",1,re staying at
"('you', 're', 'staying')",1,you re staying
"('working', 'when', 'you')",1,working when you
"('was', 'kind', 'professional')",1,was kind professional
"('had', 'he', 'was')",1,had he was
"('hotel', 'all', 'employed')",1,hotel all employed
"('hotel', 'is', 'well')",1,hotel is well
"('mario', 'ciro', 'the')",1,mario ciro the
"('danilo', 'mario', 'ciro')",1,danilo mario ciro
"('staff', 'danilo', 'mario')",1,staff danilo mario
"('restaurant', 'staff', 'danilo')",1,restaurant staff danilo
"('aura', 'and', 'the')",1,aura and the
"('reception', 'aura', 'and')",1,reception aura and
"('the', 'reception', 'aura')",1,the reception aura
"('to', 'the', 'reception')",1,to the reception
"('thank', 'to', 'the')",1,thank to the
"('special', 'thank', 'to')",1,special thank to
"('oriented', 'special', 'thank')",1,oriented special thank
"('customer', 'oriented', 'special')",1,customer oriented special
"('and', 'customer', 'oriented')",1,and customer oriented
"('friendly', 'and', 'customer')",1,friendly and customer
"('people', 'were', 'very')",1,people were very
"('employed', 'people', 'were')",1,employed people were
"('all', 'employed', 'people')",1,all employed people
"('ciro', 'the', 'hotel')",1,ciro the hotel
"('is', 'well', 'located')",1,is well located
"('ever', 'had', 'he')",1,ever had he
"('well', 'located', 'the')",1,well located the
"('we', 'ever', 'had')",1,we ever had
"('receptionist', 'we', 'ever')",1,receptionist we ever
"('best', 'receptionist', 'we')",1,best receptionist we
"('the', 'best', 'receptionist')",1,the best receptionist
"('alessandro', 'the', 'best')",1,alessandro the best
"('meet', 'alessandro', 'the')",1,meet alessandro the
"('to', 'meet', 'alessandro')",1,to meet alessandro
"('lucky', 'to', 'meet')",1,lucky to meet
"('were', 'lucky', 'to')",1,were lucky to
"('we', 'were', 'lucky')",1,we were lucky
"('family', 'we', 'were')",1,family we were
"('vit', 'family', 'we')",1,vit family we
"('view', 'vit', 'family')",1,view vit family
"('harbor', 'view', 'vit')",1,harbor view vit
"('best', 'harbor', 'view')",1,best harbor view
"('the', 'best', 'harbor')",1,the best harbor
"('located', 'the', 'best')",1,located the best
"('bay', 'vesuvius', 'or')",1,bay vesuvius or
"('the', 'bay', 'vesuvius')",1,the bay vesuvius
"('no', 'view', 'of')",1,no view of
"('the', 'road', 'the')",1,the road the
"('is', 'busy', 'and')",1,is busy and
"('road', 'is', 'busy')",1,road is busy
"('said', 'road', 'is')",1,said road is
"('that', 'said', 'road')",1,that said road
"('is', 'that', 'said')",1,is that said
"('minus', 'is', 'that')",1,minus is that
"('the', 'minus', 'is')",1,the minus is
"('road', 'the', 'minus')",1,road the minus
"('literally', 'across', 'the')",1,literally across the
"('was', 'no', 'view')",1,was no view
"('are', 'literally', 'across')",1,are literally across
"('islands', 'are', 'literally')",1,islands are literally
"('the', 'islands', 'are')",1,the islands are
"('and', 'the', 'islands')",1,and the islands
"('ferries', 'to', 'capri')",1,ferries to capri
"('chiaia', 'the', 'ferries')",1,chiaia the ferries
"('via', 'chiaia', 'the')",1,via chiaia the
"('palace', 'via', 'chiaia')",1,palace via chiaia
"('busy', 'and', 'the')",1,busy and the
"('the', 'port', 'itself')",1,the port itself
"('port', 'itself', 'is')",1,port itself is
"('itself', 'is', 'the')",1,itself is the
"('hotel', 'when', 'i')",1,hotel when i
"('more', 'of', 'this')",1,more of this
"('expected', 'more', 'of')",1,expected more of
"('i', 'expected', 'more')",1,i expected more
"('honest', 'i', 'expected')",1,honest i expected
"('be', 'honest', 'i')",1,be honest i
"('to', 'be', 'honest')",1,to be honest
"('flat', 'to', 'be')",1,flat to be
"('left', 'flat', 'to')",1,left flat to
"('was', 'left', 'flat')",1,was left flat
"('i', 'was', 'left')",1,i was left
"('good', 'but', 'i')",1,good but i
"('is', 'good', 'but')",1,is good but
"('service', 'is', 'good')",1,service is good
"('amazing', 'the', 'service')",1,amazing the service
"('view', 'is', 'amazing')",1,view is amazing
"('is', 'the', 'view')",1,is the view
"('royal', 'palace', 'via')",1,royal palace via
"('nuovo', 'royal', 'palace')",1,nuovo royal palace
"('castel', 'nuovo', 'royal')",1,castel nuovo royal
"('was', 'exactly', 'as')",1,was exactly as
"('excellent', 'the', 'room')",1,excellent the room
"('also', 'excellent', 'the')",1,also excellent the
"('is', 'also', 'excellent')",1,is also excellent
"('separately', 'but', 'it')",1,separately but it
"('that', 'separately', 'but')",1,that separately but
"('reviewing', 'that', 'separately')",1,reviewing that separately
"('am', 'reviewing', 'that')",1,am reviewing that
"('i', 'am', 'reviewing')",1,i am reviewing
"('dinner', 'i', 'am')",1,dinner i am
"('or', 'dinner', 'i')",1,or dinner i
"('breakfast', 'or', 'dinner')",1,breakfast or dinner
"('at', 'breakfast', 'or')",1,at breakfast or
"('are', 'at', 'breakfast')",1,are at breakfast
"('you', 'are', 'at')",1,you are at
"('whether', 'you', 'are')",1,whether you are
"('view', 'whether', 'you')",1,view whether you
"('unobstructed', 'view', 'whether')",1,unobstructed view whether
"('room', 'was', 'exactly')",1,room was exactly
"('exactly', 'as', 'described')",1,exactly as described
"('sights', 'castel', 'nuovo')",1,sights castel nuovo
"('as', 'described', 'and')",1,as described and
"('the', 'sights', 'castel')",1,the sights castel
"('of', 'the', 'sights')",1,of the sights
"('to', 'many', 'of')",1,to many of
"('close', 'to', 'many')",1,close to many
"('plus', 'is', 'that')",1,plus is that
"('the', 'plus', 'is')",1,the plus is
"('minus', 'the', 'plus')",1,minus the plus
"('10', 'minus', 'the')",1,10 minus the
"('plus', '10', 'minus')",1,plus 10 minus
"('90', 'plus', '10')",1,90 plus 10
"('is', '90', 'plus')",1,is 90 plus
"('location', 'is', '90')",1,location is 90
"('wifi', 'worked', 'well')",1,wifi worked well
"('including', 'wifi', 'worked')",1,including wifi worked
"('facilities', 'including', 'wifi')",1,facilities including wifi
"('the', 'facilities', 'including')",1,the facilities including
"('described', 'and', 'all')",1,described and all
"('when', 'i', 'booked')",1,when i booked
"('i', 'booked', 'it')",1,i booked it
"('booked', 'it', 'when')",1,booked it when
"('our', 'own', 'dinner')",1,our own dinner
"('walked', 'to', 'our')",1,walked to our
"('booked', 'we', 'walked')",1,booked we walked
"('fully', 'booked', 'we')",1,fully booked we
"('dinner', 'fully', 'booked')",1,dinner fully booked
"('book', 'dinner', 'fully')",1,book dinner fully
"('to', 'book', 'dinner')",1,to book dinner
"('then', 'we', 'tried')",1,then we tried
"('it', 'then', 'we')",1,it then we
"('enjoyed', 'it', 'then')",1,enjoyed it then
"('and', 'enjoyed', 'it')",1,and enjoyed it
"('wine', 'and', 'enjoyed')",1,wine and enjoyed
"('of', 'wine', 'and')",1,of wine and
"('ordered', 'a', 'bottle')",1,ordered a bottle
"('we', 'ordered', 'a')",1,we ordered a
"('naples', 'we', 'ordered')",1,naples we ordered
"('about', 'naples', 'we')",1,about naples we
"('all', 'about', 'naples')",1,all about naples
"('to', 'our', 'own')",1,to our own
"('own', 'dinner', 'it')",1,own dinner it
"('told', 'us', 'all')",1,told us all
"('dinner', 'it', 'was')",1,dinner it was
"('from', 'dinner', 'and')",1,from dinner and
"('returned', 'from', 'dinner')",1,returned from dinner
"('we', 'returned', 'from')",1,we returned from
"('book', 'we', 'returned')",1,book we returned
"('small', 'book', 'we')",1,small book we
"('a', 'small', 'book')",1,a small book
"('besides', 'a', 'small')",1,besides a small
"('hotel', 'besides', 'a')",1,hotel besides a
"('the', 'hotel', 'besides')",1,the hotel besides
"('recommendations', 'from', 'the')",1,recommendations from the
"('no', 'recommendations', 'from')",1,no recommendations from
"('got', 'no', 'recommendations')",1,got no recommendations
"('we', 'got', 'no')",1,we got no
"('but', 'we', 'got')",1,but we got
"('ok', 'but', 'we')",1,ok but we
"('was', 'ok', 'but')",1,was ok but
"('it', 'was', 'ok')",1,it was ok
"('us', 'all', 'about')",1,us all about
"('that', 'told', 'us')",1,that told us
"('it', 'when', 'we')",1,it when we
"('was', 'easy', 'as')",1,was easy as
"('brilliant', 'check', 'in')",1,brilliant check in
"('away', 'brilliant', 'check')",1,away brilliant check
"('straight', 'away', 'brilliant')",1,straight away brilliant
"('bags', 'straight', 'away')",1,bags straight away
"('the', 'bags', 'straight')",1,the bags straight
"('sent', 'the', 'bags')",1,sent the bags
"('and', 'sent', 'the')",1,and sent the
"('car', 'and', 'sent')",1,car and sent
"('rental', 'car', 'and')",1,rental car and
"('our', 'rental', 'car')",1,our rental car
"('unloaded', 'our', 'rental')",1,unloaded our rental
"('notch', 'unloaded', 'our')",1,notch unloaded our
"('top', 'notch', 'unloaded')",1,top notch unloaded
"('was', 'top', 'notch')",1,was top notch
"('valet', 'was', 'top')",1,valet was top
"('the', 'valet', 'was')",1,the valet was
"('arrived', 'the', 'valet')",1,arrived the valet
"('in', 'was', 'easy')",1,in was easy
"('easy', 'as', 'well')",1,easy as well
"('book', 'that', 'told')",1,book that told
"('as', 'well', 'when')",1,as well when
"('a', 'book', 'that')",1,a book that
"('got', 'a', 'book')",1,got a book
"('we', 'got', 'a')",1,we got a
"('all', 'night', 'we')",1,all night we
"('bath', 'all', 'night')",1,bath all night
"('the', 'bath', 'all')",1,the bath all
"('hogged', 'the', 'bath')",1,hogged the bath
"('daughter', 'hogged', 'the')",1,daughter hogged the
"('our', 'daughter', 'hogged')",1,our daughter hogged
"('gorgeous', 'our', 'daughter')",1,gorgeous our daughter
"('was', 'gorgeous', 'our')",1,was gorgeous our
"('it', 'was', 'gorgeous')",1,it was gorgeous
"('room', 'it', 'was')",1,room it was
"('the', 'room', 'it')",1,the room it
"('we', 'got', 'to')",1,we got to
"('when', 'we', 'got')",1,when we got
"('well', 'when', 'we')",1,well when we
"('an', 'unobstructed', 'view')",1,an unobstructed view
"('offers', 'an', 'unobstructed')",1,offers an unobstructed
"('it', 'offers', 'an')",1,it offers an
"('stay', 'warm', 'the')",1,stay warm the
"('clothes', 'to', 'stay')",1,clothes to stay
"('day', 'clothes', 'to')",1,day clothes to
"('in', 'day', 'clothes')",1,in day clothes
"('sleep', 'in', 'day')",1,sleep in day
"('to', 'sleep', 'in')",1,to sleep in
"('had', 'to', 'sleep')",1,had to sleep
"('freezing', 'and', 'i')",1,freezing and i
"('was', 'freezing', 'and')",1,was freezing and
"('room', 'was', 'freezing')",1,room was freezing
"('second', 'time', 'the')",1,second time the
"('the', 'second', 'time')",1,the second time
"('sleep', 'the', 'second')",1,sleep the second
"('to', 'sleep', 'the')",1,to sleep the
"('managed', 'to', 'sleep')",1,managed to sleep
"('and', 'managed', 'to')",1,and managed to
"('cope', 'and', 'managed')",1,cope and managed
"('could', 'cope', 'and')",1,could cope and
"('to', 'stay', 'warm')",1,to stay warm
"('warm', 'the', 'final')",1,warm the final
"('time', 'i', 'could')",1,time i could
"('the', 'final', 'time')",1,the final time
"('room', 'to', 'show')",1,room to show
"('come', 'to', 'the')",1,come to the
"('to', 'come', 'to')",1,to come to
"('technician', 'to', 'come')",1,technician to come
"('a', 'technician', 'to')",1,a technician to
"('for', 'a', 'technician')",1,for a technician
"('reception', 'to', 'ask')",1,reception to ask
"('called', 'down', 'to')",1,called down to
"('i', 'called', 'down')",1,i called down
"('breathe', 'i', 'called')",1,breathe i called
"('t', 'breathe', 'i')",1,t breathe i
"('couldn', 't', 'breathe')",1,couldn t breathe
"('degrees', 'and', 'i')",1,degrees and i
"('25', 'degrees', 'and')",1,25 degrees and
"('was', '25', 'degrees')",1,was 25 degrees
"('room', 'was', '25')",1,room was 25
"('final', 'time', 'the')",1,final time the
"('i', 'could', 'cope')",1,i could cope
"('first', 'time', 'i')",1,first time i
"('show', 'me', 'how')",1,show me how
"('to', 'december', 'and')",1,to december and
"('in', 'october', 'to')",1,in october to
"('times', 'in', 'october')",1,times in october
"('three', 'times', 'in')",1,three times in
"('here', 'three', 'times')",1,here three times
"('stayed', 'here', 'three')",1,stayed here three
"('want', 'i', 'have')",1,want i have
"('you', 'want', 'i')",1,you want i
"('temperature', 'you', 'want')",1,temperature you want
"('the', 'temperature', 'you')",1,the temperature you
"('to', 'the', 'temperature')",1,to the temperature
"('your', 'room', 'to')",1,your room to
"('in', 'your', 'room')",1,in your room
"('temperature', 'in', 'your')",1,temperature in your
"('the', 'temperature', 'in')",1,the temperature in
"('set', 'the', 'temperature')",1,set the temperature
"('not', 'set', 'the')",1,not set the
"('can', 'not', 'set')",1,can not set
"('october', 'to', 'december')",1,october to december
"('december', 'and', 'the')",1,december and the
"('the', 'first', 'time')",1,the first time
"('and', 'the', 'first')",1,and the first
"('thermostat', 'the', 'first')",1,thermostat the first
"('room', 'thermostat', 'the')",1,room thermostat the
"('the', 'room', 'thermostat')",1,the room thermostat
"('set', 'the', 'room')",1,set the room
"('re', 'set', 'the')",1,re set the
"('to', 're', 'set')",1,to re set
"('able', 'to', 're')",1,able to re
"('not', 'being', 'able')",1,not being able
"('problem', 'not', 'being')",1,problem not being
"('my', 'problem', 'not')",1,my problem not
"('was', 'my', 'problem')",1,was my problem
"('thought', 'it', 'was')",1,thought it was
"('i', 'thought', 'it')",1,i thought it
"('times', 'i', 'thought')",1,times i thought
"('two', 'times', 'i')",1,two times i
"('first', 'two', 'times')",1,first two times
"('the', 'first', 'two')",1,the first two
"('to', 'show', 'me')",1,to show me
"('me', 'how', 'to')",1,me how to
"('and', 'it', 'offers')",1,and it offers
"('facing', 'the', 'city')",1,facing the city
"('number', 'of', 'rooms')",1,number of rooms
"('some', 'number', 'of')",1,some number of
"('as', 'some', 'number')",1,as some number
"('well', 'as', 'some')",1,well as some
"('because', 'as', 'well')",1,because as well
"('suite', 'because', 'as')",1,suite because as
"('junior', 'suite', 'because')",1,junior suite because
"('you', 'book', 'a')",1,you book a
"('if', 'you', 'book')",1,if you book
"('likely', 'if', 'you')",1,likely if you
"('only', 'likely', 'if')",1,only likely if
"('is', 'only', 'likely')",1,is only likely
"('this', 'is', 'only')",1,this is only
"('note', 'this', 'is')",1,note this is
"('vesuvius', 'note', 'this')",1,vesuvius note this
"('and', 'vesuvius', 'note')",1,and vesuvius note
"('naples', 'and', 'vesuvius')",1,naples and vesuvius
"('of', 'rooms', 'facing')",1,of rooms facing
"('the', 'city', 'there')",1,the city there
"('romeo', 'specifically', 'for')",1,romeo specifically for
"('city', 'there', 'is')",1,city there is
"('though', 'and', 'it')",1,though and it
"('floor', 'though', 'and')",1,floor though and
"('top', 'floor', 'though')",1,top floor though
"('is', 'on', 'the')",1,is on the
"('restaurant', 'is', 'on')",1,restaurant is on
"('view', 'the', 'restaurant')",1,view the restaurant
"('the', 'view', 'the')",1,the view the
"('block', 'the', 'view')",1,block the view
"('also', 'block', 'the')",1,also block the
"('could', 'also', 'block')",1,could also block
"('which', 'could', 'also')",1,which could also
"('road', 'which', 'could')",1,road which could
"('the', 'road', 'which')",1,the road which
"('building', 'across', 'the')",1,building across the
"('port', 'building', 'across')",1,port building across
"('a', 'port', 'building')",1,a port building
"('is', 'a', 'port')",1,is a port
"('specifically', 'for', 'the')",1,specifically for the
"('the', 'romeo', 'specifically')",1,the romeo specifically
"('how', 'to', 'work')",1,how to work
"('ludicrous', 'i', 'am')",1,ludicrous i am
"('this', 'is', 'ludicrous')",1,this is ludicrous
"('modern', 'hotel', 'this')",1,modern hotel this
"('a', 'modern', 'hotel')",1,a modern hotel
"('such', 'a', 'modern')",1,such a modern
"('adjusted', 'in', 'such')",1,adjusted in such
"('be', 'adjusted', 'in')",1,be adjusted in
"('not', 'be', 'adjusted')",1,not be adjusted
"('set', 'and', 'could')",1,set and could
"('centrally', 'set', 'and')",1,centrally set and
"('was', 'centrally', 'set')",1,was centrally set
"('it', 'was', 'centrally')",1,it was centrally
"('told', 'that', 'it')",1,told that it
"('was', 'told', 'that')",1,was told that
"('and', 'was', 'told')",1,and was told
"('thermostat', 'and', 'was')",1,thermostat and was
"('the', 'thermostat', 'and')",1,the thermostat and
"('work', 'the', 'thermostat')",1,work the thermostat
"('is', 'ludicrous', 'i')",1,is ludicrous i
"('i', 'am', 'apparently')",1,i am apparently
"('i', 'booked', 'the')",1,i booked the
"('am', 'apparently', 'not')",1,am apparently not
"('is', 'i', 'booked')",1,is i booked
"('this', 'is', 'i')",1,this is i
"('know', 'this', 'is')",1,know this is
"('to', 'know', 'this')",1,to know this
"('to', 'want', 'to')",1,to want to
"('seem', 'to', 'want')",1,seem to want
"('t', 'seem', 'to')",1,t seem to
"('don', 't', 'seem')",1,don t seem
"('management', 'don', 't')",1,management don t
"('but', 'management', 'don')",1,but management don
"('complain', 'but', 'management')",1,complain but management
"('to', 'complain', 'but')",1,to complain but
"('person', 'to', 'complain')",1,person to complain
"('only', 'person', 'to')",1,only person to
"('the', 'only', 'person')",1,the only person
"('not', 'the', 'only')",1,not the only
"('apparently', 'not', 'the')",1,apparently not the
"('dinner', 'and', 'no')",1,dinner and no
"('and', 'no', 'knowing')",1,and no knowing
"('no', 'knowing', 'that')",1,no knowing that
"('also', 'common', 'with')",1,also common with
"('friendliness', 'seems', 'also')",1,friendliness seems also
"('and', 'friendliness', 'seems')",1,and friendliness seems
"('warmth', 'and', 'friendliness')",1,warmth and friendliness
"('with', 'warmth', 'and')",1,with warmth and
"('combined', 'with', 'warmth')",1,combined with warmth
"('stylishness', 'combined', 'with')",1,stylishness combined with
"('this', 'stylishness', 'combined')",1,this stylishness combined
"('warmth', 'this', 'stylishness')",1,warmth this stylishness
"('of', 'warmth', 'this')",1,of warmth this
"('full', 'of', 'warmth')",1,full of warmth
